x,y,traffic
301,997,45.646324
1383,260,45.645042
1174,820,45.644176
287,764,45.643726
1999,1293,45.638084
520,37,45.633244
1955,2140,45.629112
1452,1568,45.629028
1729,313,45.628746
2452,2276,45.62587
304,904,45.617184
521,45,45.61203
1732,641,45.610931
586,582,45.607792
2324,237,45.607765
2452,388,45.607117
1678,339,45.604527
2165,1360,45.602211
2222,1776,45.596649
2166,1358,45.592281
890,1119,45.589451
2038,2146,45.588509
2269,1413,45.585457
495,56,45.585075
2471,297,45.584244
2167,1436,45.584236
89,615,45.583622
593,803,45.58213
2482,1452,45.581802
1765,1389,45.579029
2240,1340,45.577625
1167,830,45.576866
1142,718,45.573441
577,658,45.570412
578,658,45.570412
2363,1671,45.56926
1590,1376,45.567886
500,56,45.566833
2377,228,45.565353
2166,1357,45.564754
2362,2495,45.563419
249,1031,45.549774
2037,2369,45.549458
2342,2228,45.546772
789,551,45.545067
1773,1140,45.541401
2116,154,45.535469
372,2499,45.530716
1980,1983,45.530308
2404,1905,45.524433
1302,203,45.52232
706,250,45.520023
908,2472,45.51984
1470,311,45.519135
1866,2434,45.516083
1079,297,45.508701
942,824,45.506489
1666,459,45.502674
2118,88,45.498642
2168,745,45.497429
2011,1920,45.494255
756,97,45.492504
1927,523,45.482246
330,1627,45.480087
2441,65,45.477516
526,2041,45.472683
1469,246,45.471035
2127,66,45.460159
1191,357,45.459259
2412,1424,45.459213
2256,1354,45.454399
1825,1354,45.448975
1654,1232,45.4478
211,1856,45.444603
2377,2042,45.443775
2202,262,45.439884
110,1711,45.437939
244,1184,45.435822
2085,2472,45.435371
2159,1616,45.432262
1181,503,45.428059
2144,27,45.426861
257,372,45.426483
568,728,45.423969
1578,1478,45.42141
2060,261,45.421307
2168,2477,45.420139
420,163,45.419147
308,666,45.417984
1967,1531,45.416042
1967,1534,45.416042
110,1048,45.413795
1697,462,45.412273
719,799,45.409195
261,1266,45.408073
2128,2465,45.407349
2098,2351,45.405502
1676,468,45.404495
2376,508,45.402771
1869,2183,45.399948
1165,324,45.399837
435,123,45.398827
323,2450,45.394547
1472,281,45.394127
1862,2354,45.393032
491,668,45.391731
2173,722,45.385368
421,608,45.383537
2308,675,45.379383
236,394,45.378014
2195,482,45.372478
1945,2316,45.370632
1894,618,45.367939
2252,1480,45.366135
823,584,45.353779
61,159,45.350937
345,1978,45.34766
2373,2198,45.343452
2213,761,45.34235
857,555,45.341938
2045,740,45.341747
67,1889,45.337276
1901,684,45.330444
1977,1387,45.32679
1654,15,45.325195
891,764,45.322357
2148,1347,45.322136
1460,1529,45.317497
2158,135,45.317055
726,966,45.316502
1133,575,45.31189
814,1090,45.310337
256,975,45.308891
2304,372,45.302368
309,870,45.301254
1490,7,45.3004
969,2205,45.299236
1648,607,45.298656
107,129,45.295479
1472,278,45.293327
1429,283,45.288704
1287,196,45.282124
2313,1552,45.27747
449,229,45.276127
1825,1369,45.265663
49,1623,45.26466
1581,1366,45.264252
1589,1377,45.263496
1433,493,45.263397
1943,2272,45.258511
153,1013,45.257931
968,2196,45.255886
862,877,45.252739
1936,798,45.252319
1085,596,45.249027
4,1072,45.245308
2340,773,45.24332
124,1448,45.234367
102,1178,45.23418
406,912,45.233894
2203,201,45.229233
2370,512,45.22665
649,276,45.226402
1929,523,45.225731
2249,1355,45.223854
2394,577,45.223045
369,1213,45.222351
1694,463,45.221779
2479,1567,45.220818
987,806,45.21344
1774,1131,45.213387
1754,237,45.21146
55,1660,45.208275
1890,1418,45.202816
2373,1347,45.201717
505,25,45.199883
1101,910,45.198898
579,312,45.197746
2149,1701,45.19709
1392,540,45.194561
2211,72,45.192852
605,774,45.192623
293,1780,45.191116
65,2287,45.188755
245,2427,45.188473
1898,307,45.181881
950,561,45.181156
1078,432,45.180145
2349,1136,45.177826
707,1037,45.176086
1825,354,45.171684
1897,1672,45.171307
440,996,45.170406
1683,746,45.165817
727,304,45.163368
454,2138,45.160698
1105,68,45.157265
494,2239,45.152035
2120,737,45.151386
2443,371,45.148705
2136,593,45.148384
508,236,45.147541
30,892,45.140858
89,1674,45.140858
157,973,45.140572
266,514,45.138248
2100,664,45.128311
1845,2082,45.127815
1995,1366,45.123894
1452,430,45.121407
895,116,45.119144
1771,1390,45.118996
495,449,45.117481
826,595,45.114574
1090,592,45.11404
102,130,45.113052
250,2478,45.110394
505,606,45.107613
786,97,45.107204
1580,1242,45.10376
1672,198,45.10358
970,2198,45.099884
970,2199,45.099884
1687,1128,45.099709
1710,1426,45.09893
2013,417,45.098675
1831,110,45.0952
314,894,45.092464
1977,2143,45.092361
1757,1533,45.090439
1923,2430,45.090363
2303,2046,45.088161
2220,1512,45.084488
716,1120,45.084385
393,2251,45.08287
1574,424,45.081238
1090,823,45.078548
2384,609,45.074169
588,751,45.072529
1991,537,45.072289
146,1245,45.064262
1850,2075,45.063515
1845,2080,45.063515
1645,522,45.063084
2473,643,45.060566
2304,680,45.056351
2068,694,45.053867
1498,1243,45.051647
1995,2232,45.040459
2125,629,45.032619
1057,29,45.031391
168,1720,45.030918
1657,194,45.03043
276,1865,45.027969
1150,735,45.005615
2119,2439,45.004173
446,681,45.003292
723,370,45.001064
1209,1980,45
453,604,44.998421
254,419,44.996563
1590,229,44.990688
348,887,44.985371
70,2282,44.984711
1648,503,44.979538
36,992,44.978149
1455,1568,44.975338
2446,2216,44.974438
2349,2249,44.974144
330,894,44.972607
2003,109,44.97176
1071,418,44.971287
2279,3,44.970306
1695,263,44.970158
1742,473,44.963173
835,594,44.959152
536,257,44.955444
549,1002,44.954948
1689,356,44.947849
1133,593,44.944607
2424,1588,44.943382
1577,6,44.942799
1910,338,44.94268
1168,325,44.940105
436,764,44.940014
441,996,44.93959
435,1104,44.938488
195,1387,44.937366
130,2273,44.923058
50,859,44.920437
711,1121,44.919521
2234,1458,44.916965
2191,2056,44.916229
65,1889,44.911636
2114,739,44.911388
1781,1274,44.906029
1423,230,44.904724
1372,261,44.903885
30,2468,44.90332
814,635,44.90242
43,1670,44.902378
1849,848,44.899551
34,1290,44.899448
279,772,44.898872
1931,1618,44.898426
2446,1980,44.895554
417,939,44.895275
1114,40,44.894787
439,1995,44.886211
2363,491,44.884415
1858,2424,44.883522
1082,582,44.880756
1931,2295,44.879848
121,1230,44.878716
1349,122,44.878113
1282,227,44.877262
909,22,44.870964
1847,2422,44.869946
2095,480,44.867462
1722,323,44.861984
1112,42,44.858959
2367,2291,44.858959
2248,1495,44.858047
1451,1204,44.856564
2093,510,44.855827
737,644,44.855587
535,257,44.855446
164,1399,44.853886
2119,96,44.853439
2422,1630,44.850422
1045,506,44.849316
926,594,44.846947
1372,258,44.844955
178,32,44.842102
2231,1344,44.839638
254,59,44.839096
325,994,44.835526
995,800,44.833237
344,78,44.832287
1941,625,44.8311
461,2264,44.83004
1342,122,44.826054
1090,327,44.825764
2437,2054,44.824772
1307,899,44.824356
679,40,44.823284
1166,61,44.822994
2497,1484,44.822136
441,997,44.821079
1895,590,44.816536
1567,1412,44.816357
1930,1595,44.81245
1329,350,44.812149
2190,170,44.811516
1052,279,44.808609
1640,1210,44.806698
859,586,44.800591
123,844,44.79792
1993,1386,44.797562
369,1232,44.796131
2320,1549,44.793709
1585,2,44.793316
1530,526,44.791122
1826,1353,44.790798
2096,781,44.789246
531,2042,44.788025
253,553,44.787125
855,606,44.783596
368,2405,44.783333
1161,1854,44.782673
1927,200,44.782036
74,1761,44.780457
494,601,44.777016
547,1000,44.773926
477,2317,44.770142
2157,2151,44.7691
996,556,44.768955
1736,251,44.768108
262,53,44.767143
1842,2083,44.766273
2158,1616,44.765598
2142,223,44.763294
238,112,44.75938
1440,1407,44.756912
1561,1354,44.756668
1954,523,44.755817
1110,63,44.754532
1848,2260,44.75386
171,1606,44.753559
1983,1915,44.751781
1316,2373,44.749924
35,740,44.744564
525,2042,44.740608
1995,301,44.736092
2105,227,44.735775
2304,2004,44.73439
892,136,44.729416
2407,1242,44.729221
420,608,44.72641
1457,1343,44.725754
86,79,44.720943
1726,1405,44.709797
1666,214,44.708214
556,263,44.706329
2230,2229,44.704166
1367,267,44.70372
540,263,44.69989
502,23,44.69989
1613,2193,44.698792
2068,688,44.694271
1857,273,44.694088
2387,2208,44.689842
1891,2287,44.688602
73,1511,44.680557
2338,2367,44.678719
880,127,44.67762
1078,684,44.672287
764,1108,44.667984
1994,2233,44.667484
725,370,44.665329
2168,1366,44.662338
1639,1484,44.65963
1708,902,44.659157
1133,983,44.656883
1445,1510,44.653458
1820,2255,44.653313
1748,2256,44.653313
180,1717,44.647385
1948,1379,44.646935
638,2077,44.64679
68,761,44.642952
1522,1364,44.640858
501,2047,44.637169
1452,1204,44.636356
2420,534,44.635658
62,536,44.630619
1070,429,44.623764
1716,1237,44.619377
1963,1994,44.617115
177,1799,44.611984
74,1888,44.611275
898,453,44.61013
2356,1344,44.607075
1116,707,44.602455
452,942,44.598396
1946,1314,44.596451
2272,2311,44.593575
1396,400,44.59251
2322,2049,44.590034
463,1199,44.588108
2493,1528,44.587879
1353,289,44.58725
2333,1660,44.586559
1203,244,44.58403
63,588,44.583122
514,1051,44.582424
1839,81,44.581772
442,1154,44.580402
1588,1451,44.57914
676,339,44.578873
426,612,44.578091
2175,170,44.577915
2334,1660,44.575554
1975,1480,44.57542
1309,2469,44.574429
438,222,44.5741
685,895,44.571255
1925,2365,44.568031
1090,408,44.563526
51,1561,44.557331
64,798,44.556862
831,627,44.55579
168,2003,44.554543
2088,1439,44.543575
1093,328,44.540836
1719,1092,44.540737
2325,546,44.540619
1639,1463,44.537651
2125,99,44.5355
2486,246,44.534161
748,97,44.533356
1117,720,44.532299
2100,2352,44.527786
1899,892,44.526855
1860,2337,44.52589
1720,1090,44.517765
2456,862,44.517128
1103,64,44.516254
2309,205,44.515499
2108,1444,44.5145
1627,215,44.499538
1619,1571,44.499012
39,747,44.49382
1849,2078,44.493523
185,1247,44.492481
1835,2420,44.491859
447,942,44.488274
2069,1400,44.480011
1359,151,44.473297
2214,2239,44.471245
1655,222,44.467751
1027,279,44.466499
1841,2122,44.466084
2459,435,44.464535
1073,725,44.461788
2104,2206,44.454727
1370,248,44.451366
253,102,44.451271
339,898,44.445618
1910,582,44.44249
1457,1427,44.440483
2003,2169,44.440018
42,571,44.439819
1685,47,44.43922
2469,1506,44.434868
2391,2438,44.429508
1080,303,44.425114
1642,1563,44.424229
1663,266,44.422695
3,1245,44.422558
482,2432,44.420753
1576,240,44.420315
1831,2432,44.418102
503,2047,44.417225
1915,82,44.41468
1939,2115,44.414139
1977,88,44.410439
1974,1479,44.408787
1153,639,44.408375
1528,528,44.401932
1611,187,44.400101
1992,1297,44.39679
2179,406,44.393112
2387,440,44.392895
1167,958,44.392128
1465,125,44.383488
2084,774,44.381409
1093,330,44.379005
1947,2140,44.378815
1888,878,44.376064
1719,1093,44.36998
1160,1854,44.369621
2230,2163,44.363049
2404,1907,44.359535
1465,1479,44.356964
300,835,44.356308
409,2406,44.354023
2313,423,44.352245
1994,359,44.351418
1949,1395,44.350361
232,9,44.349339
2186,738,44.343838
1005,469,44.340744
1188,355,44.338711
2210,771,44.338692
1893,204,44.335888
550,447,44.334511
2342,1660,44.329388
402,2228,44.32526
1872,922,44.322315
346,1976,44.314388
345,1977,44.314388
1466,125,44.313416
2001,2120,44.312599
2014,358,44.309505
2129,1986,44.301723
256,1056,44.301697
118,846,44.292347
2173,949,44.291164
130,1025,44.289658
1898,1807,44.287449
1164,831,44.283512
2155,7,44.282078
2345,2021,44.281555
453,2318,44.280979
988,668,44.280716
2389,2450,44.276466
2229,1006,44.274452
1715,258,44.266876
1425,252,44.264545
1976,1987,44.263538
1163,812,44.263012
2187,122,44.262871
2499,1556,44.258762
275,2463,44.258755
1373,262,44.257961
2019,1513,44.253235
1169,829,44.252914
528,1513,44.25032
2201,1060,44.240417
1557,597,44.224323
2252,1228,44.222839
2060,2249,44.220505
1935,2081,44.215599
326,930,44.211761
1560,521,44.211105
171,885,44.209293
1654,1358,44.207737
75,1581,44.205883
1937,1325,44.205273
1981,2396,44.205257
2407,2165,44.201759
464,2049,44.201668
49,766,44.198627
1714,1425,44.195694
406,1393,44.194683
2123,642,44.194111
298,675,44.189793
1614,1754,44.189377
2414,544,44.184528
1657,295,44.182129
2405,2233,44.181938
2086,1440,44.177433
747,361,44.176151
1003,641,44.174576
264,922,44.172585
1704,1558,44.167339
109,840,44.164577
2181,1372,44.164017
130,1072,44.161533
1652,587,44.16087
433,985,44.159458
1834,856,44.159317
1278,17,44.15844
2431,534,44.154556
1065,429,44.150723
2191,199,44.146889
1579,7,44.14476
2345,1371,44.144077
538,434,44.143188
2226,1826,44.142643
2168,1698,44.137779
2005,351,44.136837
1700,465,44.136261
2257,903,44.131996
137,196,44.125584
722,1119,44.12328
2137,2055,44.121895
59,1015,44.116642
2319,687,44.106754
707,251,44.106544
1892,2448,44.104866
2264,1458,44.104004
891,121,44.101593
88,538,44.09951
380,1189,44.099503
250,1033,44.096924
1124,707,44.096378
2497,2220,44.086739
1993,1350,44.086502
1959,2499,44.084999
1087,712,44.0811
845,67,44.07917
2302,576,44.078648
2278,678,44.078117
1984,1915,44.076515
1408,284,44.075356
310,594,44.075245
243,2359,44.071335
2298,81,44.070953
495,2236,44.07032
1122,253,44.069401
2204,1503,44.067802
1092,328,44.065372
2114,133,44.064342
888,904,44.064102
680,1114,44.062317
681,1115,44.062317
54,1366,44.053677
733,359,44.052536
534,285,44.052101
1411,1222,44.046139
843,593,44.037277
422,763,44.035301
112,1357,44.030224
441,778,44.025127
375,1074,44.024727
2496,2226,44.023228
1948,523,44.022621
1110,581,44.021366
1967,2187,44.020416
782,634,44.019424
1635,225,44.018513
2102,508,44.017117
79,785,44.016247
352,1976,44.016201
319,933,44.013348
1675,185,44.010201
2118,94,44.004528
2076,1454,44.004372
919,596,44.002361
2091,504,43.99678
165,1605,43.996086
2349,2232,43.994385
2436,1537,43.991383
2211,2239,43.990677
2078,868,43.989815
1116,411,43.988434
1776,1392,43.987667
131,585,43.985233
207,1571,43.983856
786,558,43.981586
2176,214,43.980171
682,277,43.979874
903,436,43.973244
375,2062,43.971733
2152,2307,43.970905
1818,1353,43.968925
2445,517,43.96785
434,1011,43.963482
2283,2291,43.961254
35,1743,43.960545
2298,83,43.960438
2103,2350,43.959858
706,640,43.958569
245,893,43.958134
476,630,43.957977
447,625,43.957237
551,840,43.956806
255,2379,43.952221
2322,2051,43.951317
2485,1575,43.943668
2137,2208,43.940636
330,5,43.937439
566,740,43.935951
1697,1479,43.934448
897,895,43.933514
401,1188,43.932732
1666,296,43.93224
1560,475,43.930843
2188,170,43.930672
2230,999,43.929684
565,2474,43.928211
413,983,43.925961
134,583,43.925579
2249,2162,43.923306
1890,352,43.922832
1662,467,43.918476
213,109,43.917084
199,1386,43.917004
1238,2447,43.911793
2206,1576,43.907787
2163,1618,43.907505
1954,1371,43.905079
140,929,43.903423
1978,1987,43.898903
2211,1552,43.896755
1121,167,43.891518
409,1206,43.883678
1440,439,43.882507
1957,2293,43.879963
1576,249,43.879944
81,535,43.87532
130,2267,43.875263
2453,366,43.868198
1696,736,43.863304
2396,231,43.860046
239,422,43.856754
2420,615,43.856636
248,1283,43.854908
99,829,43.853546
2278,696,43.852493
159,1073,43.852215
767,923,43.849014
1112,72,43.846523
1560,512,43.845673
41,1021,43.844875
2103,2020,43.844711
1196,2434,43.83886
1915,597,43.837723
793,597,43.836796
142,1805,43.836395
278,1865,43.836205
1666,572,43.834866
2123,786,43.832104
1321,199,43.828201
883,148,43.824158
1722,290,43.823589
2058,76,43.823406
56,1639,43.821739
1981,749,43.821106
169,1007,43.816074
714,601,43.812798
85,780,43.808567
289,672,43.805866
68,1299,43.79866
753,595,43.798264
200,1270,43.797245
1626,205,43.793865
674,74,43.793152
2157,574,43.793026
1669,241,43.790665
561,1013,43.790581
2117,134,43.784805
175,1018,43.782688
2320,119,43.782608
721,786,43.779804
1417,408,43.77961
890,138,43.77866
1616,1482,43.778107
839,577,43.771454
496,738,43.760635
2321,2167,43.753761
2172,396,43.745682
1760,1365,43.745575
2264,1469,43.744049
297,905,43.742878
781,635,43.742207
932,1099,43.738281
302,757,43.738075
138,2420,43.735527
2390,1299,43.734894
2488,40,43.734463
2243,1561,43.729885
2212,1577,43.729885
701,325,43.727581
192,1126,43.72374
1794,610,43.722923
1922,1032,43.72242
2093,2366,43.720013
2385,1415,43.719589
450,942,43.717052
1939,203,43.71508
1083,483,43.711674
2104,2207,43.710613
1984,1493,43.703918
1504,1360,43.701527
48,767,43.700607
66,1267,43.69812
432,2075,43.696461
2216,87,43.696457
1147,930,43.689133
1432,284,43.679302
943,233,43.676262
1880,2412,43.672604
1284,901,43.670708
1862,2364,43.664566
1408,286,43.664402
666,69,43.658077
1441,1433,43.653545
2061,299,43.652618
395,224,43.652203
78,1888,43.650921
1529,538,43.646263
2198,2315,43.642826
1584,419,43.639618
412,2015,43.639103
2314,2045,43.638824
739,609,43.637573
1898,2180,43.634682
2296,2054,43.628223
1507,1360,43.62698
908,2471,43.622925
1982,2356,43.620861
1961,1288,43.620171
1720,270,43.620041
445,682,43.619942
2333,608,43.618961
1041,563,43.61602
2264,2452,43.615673
978,180,43.614571
673,77,43.611099
2072,1380,43.610443
1111,422,43.610027
90,123,43.608273
2381,2404,43.604004
499,57,43.603634
1048,297,43.596733
1897,124,43.592884
1756,288,43.592873
1118,707,43.591713
1938,681,43.591518
1714,2124,43.590881
1714,2123,43.590881
244,2395,43.58984
1898,2296,43.589317
2053,2024,43.588634
195,2189,43.586292
1684,294,43.579166
2203,684,43.577816
1994,1371,43.577637
2322,1554,43.571217
353,76,43.563969
189,1949,43.559464
